🚀 数据加载：15 只，2022-06-01 ~ 2026-08-27 ...
00:20:08 [INFO] core.data_loader.freestockdb: 🔗 已连接到 free-stockdb 本地服务: 127.0.0.1:7899
00:20:08 [INFO] core.data_loader.freestockdb: 📊 批量加载: 15 只股票，1031 个交易日
00:20:08 [INFO] core.data_loader.freestockdb: ✅ 成功加载 15 只股票，1031 个交易日
00:20:08 [INFO] core.data_loader.freestockdb: 📅 日期范围: 2022-06-01 00:00:00 至 2026-08-27 00:00:00
✅ 数据加载完成：1031 交易日，耗时 0.6s
🎯 模式: 标准 风控=0.3 止损=None
📈 趋势线过滤器已启用: multi（multi 阈值=2）
00:20:15 [INFO] core.backtest.pipeline: 开始回测: 2022-06-02 至 2026-08-27
00:20:15 [INFO] core.backtest.pipeline: 初始资金: 500,000.00 元
00:20:15 [INFO] core.backtest.pattern_mixin: 📚 形态信号索引预加载完成：106602 条 / 52852 个(股票×日期)组合

======================================================================
📊 完整交易汇总（共 2051 笔）
  策略：SimpleStrategy
======================================================================
日期           股票       操作           价格     数量            总资产      总仓位
2024-07-17   002156   BUY       23.01    700     741,641.00    69.0%
2024-07-17   300502   BUY       56.08    200     741,641.00    70.5%
2024-07-18   002156   SELL      22.78   2300     739,985.00    63.4%
2024-07-18   002281   BUY       34.47    500     739,985.00    65.7%
2024-07-18   300502   BUY       55.21    300     739,985.00    68.0%
2024-07-19   002281   BUY       34.38    400     741,227.00    69.9%
2024-07-19   002156   BUY       23.62    800     741,227.00    72.4%
2024-07-19   300502   BUY       53.45    300     741,227.00    74.6%
2024-07-22   002156   BUY       23.50    700     743,257.00    76.9%
2024-07-22   002281   BUY       35.04    400     743,257.00    78.8%
2024-07-22   002428   BUY       12.82   1500     743,257.00    81.3%
2024-07-22   300502   BUY       53.32    200     743,257.00    82.8%
2024-07-23   002428   SELL      12.22   1500     720,656.00    79.7%
2024-07-23   002281   BUY       33.70    600     720,656.00    82.5%
2024-07-23   002156   BUY       22.35    700     720,656.00    84.7%
2024-07-23   300293   BUY       17.58   1000     720,656.00    87.1%
2024-07-24   002156   SELL      21.91   2200     710,226.00    80.1%
2024-07-24   002428   BUY       12.45   1200     710,226.00    82.2%
2024-07-25   002156   BUY       21.54    800     689,742.00    84.2%
2024-07-25   002428   BUY       12.62   1200     689,742.00    86.4%
2024-07-25   300293   BUY       15.56   1100     689,742.00    88.9%
2024-07-26   002428   BUY       12.46    500     698,438.00    89.9%
2024-07-29   002428   SELL      12.29   2900     710,808.00    85.1%
2024-07-29   300293   BUY       16.69    900     710,808.00    87.2%
2024-07-30   002428   BUY       12.41   1200     705,235.00    89.2%
2024-07-30   002156   BUY       22.10    200     705,235.00    89.8%
2024-08-02   002156   BUY       21.71    100     690,402.00    89.9%
2024-08-05   002428   SELL      11.68   1200     647,926.00    87.1%
2024-08-05   002156   BUY       20.69    800     647,926.00    89.6%
2024-08-05   002792   BUY        9.82    200     647,926.00    90.0%
2024-08-06   002735   SELL       9.11    100     665,194.00    90.1%
2024-08-06   002792   SELL       9.98   3600     665,194.00    84.7%
2024-08-06   300293   SELL      15.28   6200     665,194.00    70.4%
2024-08-06   002428   BUY       12.13   1400     665,194.00    73.0%
2024-08-06   300620   BUY       31.96    500     665,194.00    75.4%
2024-08-07   002428   BUY       12.89   1100     671,850.00    77.7%
2024-08-07   300620   BUY       32.79    400     671,850.00    79.7%
2024-08-08   300620   BUY       32.81    700     664,982.00    82.9%
2024-08-08   002428   BUY       12.36   1400     664,982.00    85.5%
2024-08-09   002428   BUY       12.07   1200     663,125.00    87.7%
2024-08-09   300620   BUY       31.97    400     663,125.00    89.6%
2024-08-12   002428   BUY       11.67    200     660,422.00    89.9%
2024-08-21   300502   SELL      50.94   2600     678,373.00    70.7%
2024-08-21   002428   BUY       12.18   1400     678,373.00    73.2%
2024-08-21   002156   BUY       19.39    800     678,373.00    75.5%
2024-08-21   002792   BUY       10.64   1600     678,373.00    78.0%
2024-08-21   300293   BUY       14.61    900     678,373.00    79.9%
2024-08-22   002792   SELL      10.19   1600     670,898.00    77.3%
2024-08-22   002156   BUY       19.11    900     670,898.00    79.8%
2024-08-22   002428   BUY       11.77   1400     670,898.00    82.3%
2024-08-22   300502   BUY       50.96    300     670,898.00    84.6%
2024-08-22   300293   BUY       14.17   1200     670,898.00    87.1%
2024-08-23   300293   BUY       13.98   1300     674,103.00    89.8%
2024-08-26   002428   BUY       12.60    100     667,229.00    89.9%
2024-08-27   300502   SELL      49.50    300     658,644.00    87.5%
2024-08-27   002428   BUY       12.34   1300     658,644.00    90.0%
2024-09-06   002792   BUY       10.22    100     648,247.00    90.0%
2024-09-10   002428   SELL      11.90   9500     658,377.00    73.0%
2024-09-10   300293   BUY       15.94    900     658,377.00    75.1%
2024-09-10   300502   BUY       46.98    200     658,377.00    76.6%
2024-09-11   300502   BUY       47.49   1800     656,579.00    89.5%
2024-09-11   002428   BUY       11.81    200     656,579.00    89.9%
2024-09-12   002428   BUY       11.39    100     651,313.00    90.0%
2024-09-13   300293   SELL      14.47   4300     649,738.00    80.4%
2024-09-13   002428   BUY       11.16   1500     649,738.00    83.0%
2024-09-13   300502   BUY       50.90    200     649,738.00    84.5%
2024-09-18   002428   BUY       10.97   1500     644,715.00    87.0%
2024-09-18   300293   BUY       16.02   1000     644,715.00    89.4%
2024-09-19   002792   BUY       10.72    300     645,606.00    90.0%
2024-09-23   002309   BUY        2.38    300     640,834.00    90.0%
2024-09-30   300502   SELL      65.94   1100     815,577.00    83.2%
2024-09-30   300293   SELL      21.65    500     815,577.00    81.9%
2024-09-30   002156   BUY       22.82    900     815,577.00    84.4%
2024-09-30   002792   BUY       12.73   1600     815,577.00    86.9%
2024-09-30   300620   BUY       42.03    300     815,577.00    88.5%
2024-09-30   300293   BUY       21.65    500     815,577.00    89.8%
2024-10-08   600522   SELL      15.85    200     918,008.00    90.6%
2024-10-08   300502   SELL      79.12    500     918,008.00    86.3%
2024-10-08   002428   SELL      15.05   1600     918,008.00    83.7%
2024-10-08   300293   SELL      25.98    500     918,008.00    82.2%
2024-10-08   002792   BUY       13.76   1700     918,008.00    84.8%
2024-10-08   300502   BUY       79.12    300     918,008.00    87.4%
2024-10-09   300293   SELL      26.34    200     847,163.00    85.7%
2024-10-09   002156   BUY       24.82    800     847,163.00    88.0%
2024-10-09   002309   BUY        2.02   8100     847,163.00    90.0%
2024-10-10   300293   SELL      26.98    100     827,383.00    89.4%
2024-10-10   002156   BUY       23.66    200     827,383.00    90.0%
2024-10-11   300293   SELL      28.07    100     786,730.00    89.1%
2024-10-11   002281   SELL      30.42   6400     786,730.00    64.4%
2024-10-11   002792   SELL      11.84   3700     786,730.00    58.8%
2024-10-11   002309   BUY        2.03  10100     786,730.00    61.4%
2024-10-11   002735   BUY        8.85   2100     786,730.00    63.8%
2024-10-11   300293   BUY       28.07    700     786,730.00    66.3%
2024-10-14   002156   BUY       22.23    800     801,155.00    69.1%
2024-10-14   002309   BUY        1.93  10900     801,155.00    71.7%
2024-10-14   002428   BUY       14.00   1400     801,155.00    74.2%
2024-10-14   002735   BUY        9.36   2000     801,155.00    76.5%
2024-10-14   002792   BUY       12.10   1600     801,155.00    78.9%
2024-10-14   300293   BUY       30.17    600     801,155.00    81.2%
2024-10-14   300502   BUY       75.35    200     801,155.00    83.1%
2024-10-14   600487   BUY       17.04   1200     801,155.00    85.6%
2024-10-14   600522   BUY       14.65   1400     801,155.00    88.2%
2024-10-15   600522   SELL      14.12   1600     790,102.00    85.1%
2024-10-15   600487   SELL      16.31   1200     790,102.00    82.7%
2024-10-15   002309   BUY        2.03  11800     790,102.00    85.7%
2024-10-15   002156   BUY       21.65    900     790,102.00    88.2%
2024-10-15   002428   BUY       13.68   1000     790,102.00    89.9%
2024-10-16   002156   BUY       21.29    100     773,927.00    90.0%
2024-10-16   002309   BUY        1.98    100     773,927.00    90.0%
2024-10-23   300620   SELL      51.62   2900     871,402.00    73.9%
2024-10-23   002156   BUY       23.20    800     871,402.00    76.1%
2024-10-23   002309   BUY        1.96   9400     871,402.00    78.2%
2024-10-23   002792   BUY       13.51   1600     871,402.00    80.7%
2024-10-23   002428   BUY       15.86   1400     871,402.00    83.2%
2024-10-23   300570   BUY       59.29    300     871,402.00    85.2%
2024-10-23   600487   BUY       17.19   1000     871,402.00    87.2%
2024-10-24   300620   SELL      51.04   1400     874,644.00    79.1%
2024-10-24   002156   BUY       23.22    900     874,644.00    81.5%
2024-10-24   002281   BUY       36.83    600     874,644.00    84.0%
2024-10-24   002309   BUY        1.95  11700     874,644.00    86.6%
2024-10-24   002428   BUY       16.39   1200     874,644.00    88.9%
2024-10-24   002735   BUY        9.58   1000     874,644.00    90.0%
2024-10-25   300620   SELL      56.32    700     887,129.00    85.7%
2024-10-25   002281   SELL      36.54    600     887,129.00    83.2%
2024-10-25   002309   BUY        1.99  17400     887,129.00    87.1%
2024-10-25   002428   BUY       15.96   1400     887,129.00    89.6%
2024-10-25   002735   BUY        9.82    300     887,129.00    89.9%
2024-10-28   300620   SELL      54.60    400     903,061.00    87.7%
2024-10-28   002156   BUY       23.40    800     903,061.00    89.8%
2024-10-28   002309   BUY        2.06   1000     903,061.00    90.0%
2024-10-29   300620   SELL      51.00    200     884,839.00    88.6%
2024-10-29   002309   BUY        2.03   5900     884,839.00    90.0%
2024-10-30   300620   SELL      51.20    100     898,865.00    89.6%
2024-10-30   002156   BUY       24.48    100     898,865.00    89.8%
2024-10-30   002309   BUY        1.93    600     898,865.00    90.0%
2024-10-31   002428   SELL      19.31   4000     949,956.00    82.4%
2024-10-31   002156   BUY       26.93    600     949,956.00    84.1%
2024-10-31   002281   BUY       45.26    500     949,956.00    86.5%
2024-10-31   002309   BUY        2.00  12400     949,956.00    89.1%
2024-10-31   002792   BUY       13.83    600     949,956.00    90.0%
2024-11-01   002156   SELL      29.63   5200     964,897.00    74.1%
2024-11-01   002428   SELL      21.25   2000     964,897.00    69.7%
2024-11-01   300502   BUY       65.63    400     964,897.00    72.5%
2024-11-01   002309   BUY        1.90  13300     964,897.00    75.1%
2024-11-01   002428   BUY       21.25   1100     964,897.00    77.5%
2024-11-01   002281   BUY       42.77    500     964,897.00    79.7%
2024-11-01   002792   BUY       12.76   1900     964,897.00    82.2%
2024-11-01   002735   BUY       10.64   2300     964,897.00    84.8%
2024-11-01   300293   BUY       29.26    800     964,897.00    87.2%
2024-11-01   300570   BUY       65.99    200     964,897.00    88.6%
2024-11-01   300620   BUY       47.86    200     964,897.00    89.5%
2024-11-04   002428   SELL      23.37   1600     991,209.00    86.1%
2024-11-04   600487   SELL      16.86   1000     991,209.00    84.4%
2024-11-04   002309   BUY        2.00  13400     991,209.00    87.1%
2024-11-04   002156   BUY       28.61    700     991,209.00    89.1%
2024-11-04   002281   BUY       43.84    200     991,209.00    90.0%
2024-11-05   002156   SELL      31.47   3000   1,039,040.00    81.3%
2024-11-05   002428   SELL      25.71    800   1,039,040.00    79.4%
2024-11-05   002156   BUY       31.47    700   1,039,040.00    81.5%
2024-11-05   002428   BUY       25.71    900   1,039,040.00    83.7%
2024-11-05   600522   BUY       15.78   1700   1,039,040.00    86.3%
2024-11-05   300502   BUY       67.71    400   1,039,040.00    88.9%
2024-11-05   300570   BUY       75.05    100   1,039,040.00    89.6%
2024-11-05   600487   BUY       17.61    200   1,039,040.00    90.0%
2024-11-06   002156   SELL      34.62   1800   1,063,761.00    84.3%
2024-11-06   300502   BUY       64.68    900   1,063,761.00    89.8%
2024-11-06   002309   BUY        2.21    900   1,063,761.00    90.0%
2024-11-07   002156   SELL      33.73    900   1,087,102.00    87.4%
2024-11-07   002428   SELL      29.54    800   1,087,102.00    85.2%
2024-11-07   002156   BUY       33.73    800   1,087,102.00    87.7%
2024-11-07   002281   BUY       45.02    500   1,087,102.00    89.8%
2024-11-07   002735   BUY       11.56    100   1,087,102.00    89.9%
2024-11-14   600487   SELL      17.44    200   1,180,645.00    90.4%
2024-11-18   002281   SELL      44.07   1700   1,120,087.00    83.2%
2024-11-18   002156   BUY       29.61    700   1,120,087.00    85.0%
2024-11-18   002735   BUY        9.73   3000   1,120,087.00    87.6%
2024-11-18   002428   BUY       20.28   1200   1,120,087.00    89.8%
2024-11-18   600522   BUY       15.78    100   1,120,087.00    90.0%
2024-11-21   002792   SELL      18.38   2800   1,161,905.00    85.9%
2024-11-21   002735   BUY       10.19   3600   1,161,905.00    89.1%
2024-11-21   300293   BUY       28.21    300   1,161,905.00    89.8%
2024-11-21   600487   BUY       16.99    100   1,161,905.00    89.9%
2024-11-22   002792   SELL      17.60   1400   1,129,611.00    87.5%
2024-11-22   002156   BUY       29.57    900   1,129,611.00    89.8%
2024-11-22   002735   BUY        9.69    200   1,129,611.00    90.0%
2024-11-26   002792   SELL      17.05    700   1,125,083.00    88.9%
2024-11-26   002156   BUY       28.90    400   1,125,083.00    89.9%
2024-11-27   002792   SELL      17.02    400   1,135,228.00    89.4%
2024-11-27   002735   BUY        9.83    600   1,135,228.00    89.9%
2024-11-28   002792   SELL      16.98    200   1,127,816.00    89.6%
2024-11-28   002156   BUY       29.54    100   1,127,816.00    89.8%
2024-11-28   002735   BUY        9.99    200   1,127,816.00    90.0%
2024-12-02   002792   SELL      16.81    100   1,160,479.00    90.1%
2024-12-16   300293   SELL      26.07   2500   1,152,629.00    84.4%
2024-12-16   002156   BUY       28.41    900   1,152,629.00    86.6%
2024-12-16   002281   BUY       47.51    500   1,152,629.00    88.7%
2024-12-16   002735   BUY       10.18   1400   1,152,629.00    89.9%
2024-12-17   002735   BUY        9.75    100   1,143,579.00    89.9%
2024-12-23   002735   BUY        9.48    100   1,137,443.00    90.0%
2024-12-25   300502   SELL      61.89   2800   1,126,844.00    74.5%
2024-12-25   002156   BUY       29.34    800   1,126,844.00    76.6%
2024-12-25   002735   BUY        9.35   2600   1,126,844.00    78.7%
2024-12-25   002428   BUY       19.13   1500   1,126,844.00    81.3%
2024-12-25   002792   BUY       14.89   1700   1,126,844.00    83.5%
2024-12-25   600487   BUY       17.63   1400   1,126,844.00    85.7%
2024-12-26   002156   BUY       30.80   1400   1,151,493.00    89.8%
2024-12-26   600487   BUY       18.37    100   1,151,493.00    89.9%
2024-12-31   600487   SELL      16.93   1600   1,122,088.00    87.2%
2024-12-31   002281   BUY       51.86    500   1,122,088.00    89.6%
2025-01-02   002281   BUY       50.22    100   1,100,755.00    89.8%
2025-01-02   600487   BUY       16.33    100   1,100,755.00    90.0%
2025-01-03   300620   SELL      43.73    300   1,072,394.00    88.5%
2025-01-03   002156   SELL      26.11   7000   1,072,394.00    71.4%
2025-01-03   002281   SELL      47.64   1100   1,072,394.00    66.5%
2025-01-06   002281   BUY       47.38    500   1,073,402.00    68.8%
2025-01-06   300570   BUY       76.10    300   1,073,402.00    70.9%
2025-01-06   300620   BUY       43.06    600   1,073,402.00    73.3%
2025-01-07   300570   SELL      91.32    400   1,098,420.00    70.6%
2025-01-07   002281   BUY       49.53    500   1,098,420.00    72.9%
2025-01-08   300570   SELL      98.29    200   1,099,149.00    71.1%
2025-01-08   300620   BUY       47.25    700   1,099,149.00    74.1%
2025-01-08   002281   BUY       49.40    500   1,099,149.00    76.3%
2025-01-08   300570   BUY       98.29    200   1,099,149.00    78.1%
2025-01-09   002281   BUY       49.94    500   1,041,570.00    79.3%
2025-01-09   300570   BUY       95.03    200   1,041,570.00    81.1%
2025-01-09   300620   BUY       46.31    400   1,041,570.00    82.9%
2025-01-10   002309   SELL       2.69  63600   1,036,995.00    66.3%
2025-01-10   002281   BUY       47.89    400   1,036,995.00    68.2%
2025-01-10   300570   BUY       88.45    200   1,036,995.00    69.9%
2025-01-10   300620   BUY       43.53    500   1,036,995.00    72.0%
2025-01-13   002309   SELL       2.82  31800   1,045,517.00    63.6%
2025-01-13   002281   BUY       47.76    500   1,045,517.00    65.9%
2025-01-13   300620   BUY       43.69    400   1,045,517.00    67.6%
2025-01-14   002309   SELL       2.68  15900   1,074,236.00    64.5%
2025-01-14   300620   BUY       47.05   4000   1,074,236.00    82.0%
2025-01-14   002309   BUY        2.68  10500   1,074,236.00    84.6%
2025-01-14   002281   BUY       50.47    500   1,074,236.00    87.0%
2025-01-14   300570   BUY       93.48    200   1,074,236.00    88.7%
2025-01-15   002309   BUY        2.70   5300   1,067,278.00    90.0%
2025-01-22   002428   SELL      18.71   3600   1,114,396.00    84.4%
2025-01-22   002156   BUY       28.78    800   1,114,396.00    86.4%
2025-01-22   002281   BUY       54.18    400   1,114,396.00    88.4%
2025-01-22   002309   BUY        2.40   7400   1,114,396.00    90.0%
2025-01-23   300570   SELL     117.27    500   1,103,962.00    84.6%
2025-01-23   002156   SELL      28.10    800   1,103,962.00    82.5%
2025-01-23   002281   BUY       51.05    500   1,103,962.00    84.9%
2025-01-23   002309   BUY        2.35   9800   1,103,962.00    86.9%
2025-01-23   002735   BUY        9.02   2600   1,103,962.00    89.1%
2025-01-23   002428   BUY       18.64    500   1,103,962.00    89.9%
2025-01-24   300570   SELL     123.01    300   1,123,764.00    86.8%
2025-01-24   600487   BUY       16.18   2200   1,123,764.00    90.0%
2025-01-27   300570   SELL     117.15    100   1,075,183.00    88.4%
2025-01-27   002792   SELL      14.27   1800   1,075,183.00    86.0%
2025-01-27   002281   SELL      48.12   4300   1,075,183.00    66.8%
2025-01-27   002428   BUY       18.28   1500   1,075,183.00    69.3%
2025-01-27   002309   BUY        2.41  10100   1,075,183.00    71.6%
2025-01-27   002735   BUY        8.91   3100   1,075,183.00    74.2%
2025-01-27   300570   BUY      117.15    200   1,075,183.00    76.3%
2025-01-27   300293   BUY       21.36   1300   1,075,183.00    78.9%
2025-01-27   600522   BUY       13.28   1800   1,075,183.00    81.2%
2025-01-27   600487   BUY       15.39   1800   1,075,183.00    83.7%
2025-02-05   300293   BUY       21.94   1900   1,067,132.00    87.5%
2025-02-05   600487   BUY       15.04   1700   1,067,132.00    89.9%
2025-02-05   002309   BUY        2.39    400   1,067,132.00    90.0%
2025-02-06   300570   SELL      99.43    400   1,090,768.00    86.6%
2025-02-06   600487   BUY       15.26   1500   1,090,768.00    88.7%
2025-02-06   300502   BUY       54.10    200   1,090,768.00    89.7%
2025-02-06   300293   BUY       23.10    100   1,090,768.00    89.9%
2025-02-06   600522   BUY       13.30    100   1,090,768.00    90.0%
2025-02-12   600522   SELL      13.53   3700   1,104,252.00    85.6%
2025-02-12   002281   BUY       52.95    500   1,104,252.00    88.0%
2025-02-12   002309   BUY        2.34   9500   1,104,252.00    90.0%
2025-02-13   002735   BUY        9.19    100   1,091,763.00    90.0%
2025-02-14   002309   BUY        2.29    500   1,082,533.00    90.0%
2025-02-18   002309   BUY        2.27    200   1,077,640.00    90.0%
2025-02-20   002281   SELL      52.04    500   1,117,000.00    88.0%
2025-02-20   002428   BUY       20.15   1100   1,117,000.00    90.0%
2025-02-28   002735   SELL       9.13  25400   1,101,600.00    68.8%
2025-02-28   600487   SELL      15.30   7300   1,101,600.00    58.7%
2025-02-28   300502   BUY       48.72    600   1,101,600.00    61.3%
2025-02-28   002281   BUY       54.29    500   1,101,600.00    63.8%
2025-02-28   002428   BUY       20.29   1400   1,101,600.00    66.4%
2025-02-28   300570   BUY       86.02    300   1,101,600.00    68.7%
2025-02-28   600522   BUY       13.44   1800   1,101,600.00    70.9%
2025-02-28   300620   BUY       46.91    400   1,101,600.00    72.6%
2025-03-03   002281   SELL      51.28    500   1,110,285.00    70.5%
2025-03-03   002156   BUY       28.34   1000   1,110,285.00    73.1%
2025-03-03   002735   BUY        9.16   3100   1,110,285.00    75.6%
2025-03-03   002428   BUY       21.66   1100   1,110,285.00    77.8%
2025-03-03   002792   BUY       14.68   1900   1,110,285.00    80.3%
2025-03-03   300293   BUY       27.60   1000   1,110,285.00    82.8%
2025-03-03   300570   BUY       82.08    300   1,110,285.00    85.0%
2025-03-03   600522   BUY       13.65   2100   1,110,285.00    87.6%
2025-03-03   600487   BUY       15.31   1700   1,110,285.00    89.9%
2025-03-04   002735   BUY        9.56    100   1,111,184.00    90.0%
2025-03-07   002309   BUY        2.36    100   1,107,573.00    90.0%
2025-03-27   300502   SELL      48.29    800   1,111,930.00    86.6%
2025-03-27   000566   BUY        4.70   4900   1,111,930.00    88.6%
2025-03-27   002309   BUY        2.64   5800   1,111,930.00    90.0%
2025-03-28   000566   BUY        4.61    200   1,102,009.00    90.0%
2025-03-31   002309   BUY        2.59    700   1,083,315.00    90.0%
2025-04-03   002309   BUY        2.69    300   1,073,739.00    90.0%
2025-04-07   002428   BUY       18.59    700     945,020.00    90.0%
2025-04-08   002735   SELL       8.33   3200     939,382.00    87.1%
2025-04-08   300570   BUY       61.20    400     939,382.00    89.7%
2025-04-09   002309   SELL       2.35  76600     948,186.00    70.8%
2025-04-09   002735   BUY        8.19   2500     948,186.00    73.0%
2025-04-09   300570   BUY       61.26    300     948,186.00    74.9%
2025-04-09   600702   BUY       58.49    400     948,186.00    77.4%
2025-04-10   600702   BUY       60.53   1900     967,048.00    89.7%
2025-04-10   002735   BUY        8.49    300     967,048.00    90.0%
2025-04-10   002309   BUY        2.46    100     967,048.00    90.0%
2025-04-15   600702   SELL      58.40   2300     982,142.00    76.5%
2025-04-15   300570   BUY       66.93    300     982,142.00    78.5%
2025-04-15   600487   BUY       14.90   1400     982,142.00    80.6%
2025-04-16   002309   BUY        2.56   7800     966,406.00    82.4%
2025-04-16   300570   BUY       65.02    300     966,406.00    84.4%
2025-04-16   600487   BUY       14.64   1700     966,406.00    87.0%
2025-04-16   600702   BUY       57.86    400     966,406.00    89.4%
2025-04-17   002309   BUY        2.60   2400     963,202.00    90.0%
2025-04-24   002792   SELL      14.46   1900     984,944.00    87.4%
2025-04-24   600522   BUY       13.53   1800     984,944.00    89.9%
2025-04-24   000566   BUY        5.13    200     984,944.00    90.0%
2025-04-28   002309   SELL       2.50  10300     987,712.00    87.4%
2025-04-28   000566   BUY        4.83   5200     987,712.00    90.0%
2025-04-29   002309   BUY        2.51    200     984,588.00    90.0%
2025-04-30   002156   SELL      25.54   1000     991,251.00    87.5%
2025-04-30   000566   BUY        4.80   5200     991,251.00    90.0%
2025-05-07   300620   SELL      41.76   7000   1,031,425.00    62.0%
2025-05-07   600702   BUY       56.79    800   1,031,425.00    66.4%
2025-05-07   000566   BUY        5.04   4500   1,031,425.00    68.6%
2025-05-07   002309   BUY        2.59   8500   1,031,425.00    70.8%
2025-05-07   002428   BUY       19.28   1100   1,031,425.00    72.8%
2025-05-07   002792   BUY       14.94   1400   1,031,425.00    74.9%
2025-05-07   300570   BUY       74.11    200   1,031,425.00    76.3%
2025-05-07   600487   BUY       15.51   1400   1,031,425.00    78.4%
2025-05-07   600522   BUY       13.61   1600   1,031,425.00    80.5%
2025-05-08   002428   BUY       19.39   1600   1,050,385.00    83.8%
2025-05-08   000566   BUY        5.30   4700   1,050,385.00    86.2%
2025-05-08   002309   BUY        2.60   8700   1,050,385.00    88.3%
2025-05-08   002792   BUY       15.23   1100   1,050,385.00    89.9%
2025-05-09   002309   SELL       2.59  17400   1,037,873.00    85.5%
2025-05-09   000566   BUY        5.26   4300   1,037,873.00    87.6%
2025-05-09   002428   BUY       19.15   1200   1,037,873.00    89.9%
2025-05-12   002735   SELL      10.89   1400   1,049,087.00    88.5%
2025-05-12   000566   BUY        5.14   3000   1,049,087.00    90.0%
2025-05-13   002428   SELL      19.29  10200   1,032,239.00    70.8%
2025-05-13   300293   SELL      21.83   4300   1,032,239.00    61.7%
2025-05-13   002792   BUY       15.52   1600   1,032,239.00    64.1%
2025-05-13   600702   BUY       55.52    400   1,032,239.00    66.2%
2025-05-13   300570   BUY       75.67    300   1,032,239.00    68.4%
2025-05-14   600702   BUY       56.53    600   1,035,363.00    71.8%
2025-05-14   000566   BUY        4.94   5500   1,035,363.00    74.4%
2025-05-14   002309   BUY        2.64   9200   1,035,363.00    76.8%
2025-05-14   002428   BUY       19.36   1400   1,035,363.00    79.4%
2025-05-14   002792   BUY       15.37   1700   1,035,363.00    81.9%
2025-05-14   600487   BUY       15.60   1700   1,035,363.00    84.5%
2025-05-14   600522   BUY       13.71   1900   1,035,363.00    87.0%
2025-05-15   002735   SELL      11.45    700   1,033,835.00    86.2%
2025-05-15   600522   SELL      13.36   9200   1,033,835.00    74.3%
2025-05-15   600487   SELL      15.13   7900   1,033,835.00    62.7%
2025-05-15   002792   SELL      15.00   5800   1,033,835.00    54.3%
2025-05-15   002428   SELL      19.32   1400   1,033,835.00    51.7%
2025-05-15   000566   BUY        5.43   5000   1,033,835.00    54.3%
2025-05-15   002309   BUY        2.62   9200   1,033,835.00    56.7%
2025-05-15   300570   BUY       73.55    300   1,033,835.00    58.8%
2025-05-15   600702   BUY       55.13    400   1,033,835.00    60.9%
2025-05-16   002735   SELL      12.60    300   1,045,976.00    61.0%
2025-05-16   600702   BUY       54.78    600   1,045,976.00    64.2%
2025-05-16   000566   BUY        5.65   3800   1,045,976.00    66.2%
2025-05-16   002309   BUY        2.64   8800   1,045,976.00    68.5%
2025-05-16   002428   BUY       19.19   1400   1,045,976.00    71.0%
2025-05-16   002792   BUY       15.40   1400   1,045,976.00    73.1%
2025-05-16   300570   BUY       74.47    200   1,045,976.00    74.5%
2025-05-16   600487   BUY       15.10   1800   1,045,976.00    77.1%
2025-05-19   002735   SELL      13.86    200   1,032,228.00    76.5%
2025-05-19   002428   SELL      19.07   1400   1,032,228.00    73.9%
2025-05-19   600487   SELL      15.03   1800   1,032,228.00    71.3%
2025-05-19   000566   BUY        5.67   4700   1,032,228.00    73.9%
2025-05-19   002792   BUY       15.35   1700   1,032,228.00    76.4%
2025-05-19   300620   BUY       41.68    500   1,032,228.00    78.5%
2025-05-19   600702   BUY       53.86    500   1,032,228.00    81.1%
2025-05-19   300293   BUY       21.34   1200   1,032,228.00    83.5%
2025-05-20   002735   SELL      15.25    100   1,035,841.00    83.5%
2025-05-20   600702   BUY       53.96    600   1,035,841.00    86.6%
2025-05-20   000566   BUY        5.68   3500   1,035,841.00    88.5%
2025-05-20   002428   BUY       19.09    800   1,035,841.00    90.0%
2025-05-21   002792   SELL      15.00   3100   1,043,248.00    85.6%
2025-05-21   300620   SELL      41.17    500   1,043,248.00    83.6%
2025-05-21   002156   BUY       24.19    900   1,043,248.00    85.7%
2025-05-21   002309   BUY        2.71  10100   1,043,248.00    88.3%
2025-05-21   600522   BUY       13.11   1300   1,043,248.00    90.0%
2025-05-22   002309   BUY        2.68    100   1,044,399.00    90.0%
2025-05-23   002309   SELL       2.63  37400   1,023,648.00    80.2%
2025-05-23   300293   SELL      21.26   1200   1,023,648.00    77.7%
2025-05-23   002428   SELL      18.34    800   1,023,648.00    76.2%
2025-05-23   002281   BUY       40.98    600   1,023,648.00    78.6%
2025-05-23   600522   BUY       12.85   2000   1,023,648.00    81.2%
2025-05-23   300570   BUY       66.85    400   1,023,648.00    83.8%
2025-05-23   600702   BUY       52.65    500   1,023,648.00    86.4%
2025-05-23   600487   BUY       14.63   1800   1,023,648.00    88.9%
2025-05-26   600487   BUY       14.66    800   1,003,021.00    89.9%
2025-05-26   600522   BUY       12.93    100   1,003,021.00    90.0%
2025-05-28   000566   BUY        5.26    200     993,012.00    90.0%
2025-06-03   000566   SELL       6.73  27400   1,063,753.00    73.3%
2025-06-03   002281   BUY       40.57    500   1,063,753.00    75.2%
2025-06-03   002792   BUY       14.26   1900   1,063,753.00    77.8%
2025-06-03   300570   BUY       67.18    400   1,063,753.00    80.3%
2025-06-03   300620   BUY       40.30    500   1,063,753.00    82.2%
2025-06-03   600487   BUY       14.78   1800   1,063,753.00    84.7%
2025-06-03   600522   BUY       12.85   1900   1,063,753.00    87.0%
2025-06-03   600702   BUY       50.86    500   1,063,753.00    89.4%
